resp_id,wave,datum,pohlavi,rok_narozeni,obor1,obor2,zkusenost,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26
w2023_236,2023,2023-03-20,Muž,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,4,7,5,6,7,7,1,7,6,5,5,4,5,4,5,6,6,6,5,7,7,7,6,7
w2023_237,2023,2023-03-22,Žena,2001,Matematika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,6,5,5,7,7,7,1,5,3,6,7,3,5,6,5,3,5,4,5,6,7,7,7,6
w2023_238,2023,2023-03-22,Muž,2002,Dějepis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,6,7,5,5,3,7,7,7,3,3,6,7,7,4,3,5,7,7,7,7,7,7,7,7,7,7
w2023_239,2023,2023-03-27,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,5,4,1,7,7,7,1,6,4,5,5,7,6,7,7,1,5,4,4,7,7,7,7,7
w2023_240,2023,2023-03-27,Muž,2000,Fyzika se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,5,5,5,6,6,6,5,6,5,7,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6
w2023_241,2023,2023-03-27,Muž,2001,Fyzika se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,6,5,5,4,6,5,4,6,3,4,3,7,7,5,7,7,5,6,6,7,7,7,1,3,7,5
w2023_242,2023,2023-04-10,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,,True,5,7,7,4,5,7,7,7,4,7,3,4,7,7,7,7,6,6,6,6,7,7,7,7,7,7
w2023_243,2023,2023-04-12,Muž,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,7,4,6,7,4,5,7,7,4,7,4,6,4,7,7,6,6,6,7,7,7,4,7,7,7,7
w2023_244,2023,2023-04-13,Žena,2020,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,4,6,7,6,5,4,5,6,7,6,7,6,7,5,7,4,5,6,7,7,5,6,6,5,6
w2023_245,2023,2023-04-13,Žena,2000,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,7,7,6,6,3,7,7,7,3,6,4,5,5,6,6,6,7,5,6,6,6,7,6,7,6,7
w2023_246,2023,2023-04-13,Žena,2000,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,5,7,4,5,5,4,5,7,5,5,4,3,4,5,4,2,5,4,4,5,3,5,4,5,5,5
w2023_247,2023,2023-04-14,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,7,6,6,5,5,6,7,6,5,6,4,6,6,7,6,6,7,6,6,5,5,7,6,7,5,6
w2024_001,2024,2024-02-22,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,4,4,2,7,7,7,2,6,5,5,6,6,7,7,5,5,6,7,7,7,7,7,7,7
w2024_002,2024,2024-02-22,Žena,2003,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,6,5,5,4,7,6,3,5,3,5,6,5,4,6,3,3,5,5,5,6,6,6,6,5
w2024_003,2024,2024-02-22,Muž,2000,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,5,6,7,7,7,7,7,7,5,7,4,7,5,7,6,5,7,7,7,7,7,7,7,6,7,7
w2024_004,2024,2024-02-22,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,4,6,4,3,5,6,6,1,7,1,4,6,5,7,7,5,3,7,5,6,7,6,5,4,7
w2024_005,2024,2024-02-22,Žena,2001,Matematika se zaměřením na vzdělávání,Fyzika se zaměřením na vzdělávání,False,4,4,4,7,4,4,7,7,5,7,4,6,5,7,4,7,6,4,6,6,5,7,7,7,6,6
w2024_006,2024,2024-02-22,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,7,5,5,6,7,7,3,6,4,6,5,6,6,6,6,6,4,7,6,7,6,7,4,7
w2024_007,2024,2024-02-22,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,6,4,4,4,7,6,7,1,5,3,4,7,4,4,3,3,5,5,5,5,5,6,7,5,7
w2024_008,2024,2024-02-22,Žena,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,5,5,4,7,7,7,6,7,3,7,7,7,3,5,4,5,7,7,7,7,7,7,7,7
w2024_009,2024,2024-02-22,Žena,2002,Zeměpis se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,False,7,7,7,5,5,4,7,7,3,7,3,5,6,6,7,7,6,4,5,4,4,7,7,7,4,7
w2024_010,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,6,4,3,7,7,7,5,5,5,6,5,7,5,7,6,5,6,5,6,7,7,7,7,6
w2024_011,2024,2024-02-22,Muž,2003,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,4,1,7,7,4,7,7,1,1,1,7,7,4,7,7,7,7,7,7,7,7,7,4,7,4
w2024_012,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,True,7,7,5,6,5,6,7,7,5,7,3,6,7,7,3,5,7,7,5,3,5,6,7,7,5,6
w2024_013,2024,2024-02-22,Žena,2002,Dějepis se zaměřením na vzdělávání,Francouzský jazyk se zaměřením na vzdělávání,False,7,7,7,4,4,7,7,7,4,7,5,6,5,7,4,7,4,4,5,7,7,7,7,7,7,6
w2024_014,2024,2024-02-22,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,6,6,4,4,5,7,7,2,6,3,5,6,5,6,5,5,4,5,5,6,5,6,5,4,6
w2024_015,2024,2024-02-22,Žena,2002,Francouzský jazyk se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,7,7,5,4,4,5,7,7,2,7,1,4,5,6,4,6,6,2,5,5,4,7,6,7,6,7
w2024_016,2024,2024-02-22,Žena,2003,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,5,4,5,6,7,7,2,6,3,5,5,4,4,1,6,6,5,5,6,7,7,7,6,7
w2024_017,2024,2024-02-22,Žena,2003,Matematika se zaměřením na vzdělávání,Chemie se zaměřením na vzdělávání,True,7,7,7,3,5,5,7,7,4,7,5,6,5,6,7,7,5,4,5,5,3,5,6,4,6,6
w2024_018,2024,2024-02-22,Žena,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,4,5,5,6,6,7,4,5,4,4,4,5,3,6,6,5,6,6,6,7,5,5,6,7
w2024_019,2024,2024-02-22,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,False,7,7,5,6,6,6,7,7,4,7,3,5,5,6,7,7,7,6,6,4,4,7,6,6,5,6
w2024_020,2024,2024-02-22,Žena,2002,Matematika se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,4,7,4,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7
w2024_021,2024,2024-02-22,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,5,2,6,6,7,2,6,4,6,7,7,7,7,5,6,6,5,5,6,4,3,5,7
w2024_022,2024,2024-02-22,Žena,2003,Německý jazyk se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,False,6,7,3,3,6,5,7,6,4,6,5,6,6,5,6,7,5,3,6,6,5,6,6,5,6,5
w2024_023,2024,2024-02-22,Muž,2002,Přírodopis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2024_024,2024,2024-02-22,Muž,2003,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,7,6,5,6,5,4,6,4,6,6,4,4,5,6,5,6,5,5,7,7,7,6,6
w2024_025,2024,2024-02-22,Žena,2001,Speciální pedagogika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,7,3,4,5,6,6,7,5,4,5,6,5,5,6,3,5,6,5,5,5,4,6,7,5,6
w2024_026,2024,2024-02-22,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,5,6,7,5,4,5,4,6,5,4,5,3,5,5,4,5,5,5,5,5,5,5,4,4,5,5
w2024_027,2024,2024-02-22,Žena,2003,Výchova ke zdraví se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,5,7,4,4,3,5,7,5,3,6,3,6,7,7,7,6,5,4,5,5,5,7,5,6,6,6
w2024_028,2024,2024-02-22,Muž,2001,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,6,5,7,5,4,5,7,7,6,3,3,6,5,4,6,6,4,5,5,6,7,7,6,5,6
w2024_029,2024,2024-02-22,Žena,2002,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,7,7,5,7,7,7,4,5,5,6,6,7,4,5,6,7,6,7,5,5,5,7,5,6
w2024_030,2024,2024-02-22,Žena,2002,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,6,6,5,4,7,6,5,4,6,5,6,6,6,5,4,6,5,5,5,6,5,5,6,6,5
w2024_031,2024,2024-02-22,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,7,7,4,7,6,7,7,7,7,6,4,6,7,7,7,4,7,7,7,7,7,4,7,7,7,6
w2024_032,2024,2024-02-22,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,6,6,4,4,4,6,6,6,4,6,3,2,4,5,4,3,4,3,4,5,5,6,6,6,5,5
w2024_033,2024,2024-02-22,Žena,0,Technická a informační výchova se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,False,7,7,7,6,6,7,7,7,1,4,5,7,7,5,4,4,7,6,7,6,7,7,7,7,7,7
w2024_034,2024,2024-02-22,Žena,2000,Německý jazyk se zaměřením na vzdělávání,,False,7,7,7,5,6,7,7,7,4,7,4,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7
w2024_035,2024,2024-02-22,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,6,5,5,7,7,7,4,5,3,5,5,6,6,6,5,5,5,5,6,6,7,6,6,6
w2024_036,2024,2024-02-22,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Základy společenských věd se zaměřením na vzdělávání,True,5,6,5,6,4,4,7,6,4,6,4,6,6,4,4,6,4,6,6,6,7,7,6,6,6,6
w2024_037,2024,2024-02-22,Žena,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,7,7,6,5,3,7,7,7,6,7,3,6,5,6,7,4,7,5,6,7,7,7,7,7,6,7
w2024_038,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,4,5,5,7,7,4,3,5,6,6,7,6,6,7,4,5,5,3
w2024_039,2024,2024-02-22,Žena,2003,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,7,3,5,7,7,7,3,6,4,5,5,7,7,7,6,5,7,7,6,7,7,7,6,7
w2024_040,2024,2024-02-22,Žena,2002,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,7,3,5,7,7,7,3,6,3,5,5,7,7,7,6,5,7,6,6,7,7,7,6,7
w2024_041,2024,2024-02-22,Žena,2003,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,5,6,5,7,7,7,6,7,4,7,7,6,5,6,7,6,7,7,7,6,7,7,7,5
w2024_042,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,6,4,2,6,6,7,2,7,2,4,5,7,7,7,5,4,6,7,5,7,7,6,5,7
w2024_043,2024,2024-02-22,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,False,7,7,3,6,5,4,6,7,3,3,4,6,5,7,7,1,3,2,5,6,3,7,7,5,6,6
w2024_044,2024,2024-02-22,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,Ruský jazyk se zaměřením na vzdělávání,True,6,7,2,7,5,6,7,7,7,5,7,7,4,1,4,1,7,7,6,5,5,4,7,7,7,7
w2024_045,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,7,5,5,5,7,6,7,3,6,3,5,6,6,6,5,5,6,6,6,5,6,6,4,6,7
w2024_046,2024,2024-02-22,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,6,7,6,5,6,7,7,5,6,6,6,5,4,5,6,5,4,6,6,4,4,7,7,6,6
w2024_047,2024,2024-02-22,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,6,6,4,4,6,6,6,3,6,4,5,5,5,6,6,5,5,6,6,6,6,6,6,5,5
w2024_048,2024,2024-02-22,Muž,2002,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,5,5,6,2,5,5,6,3,5,4,6,6,5,5,6,5,6,7,6,7,6,5,6,7,6
w2024_049,2024,2024-02-22,Žena,2003,Fyzika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,7,7,3,6,6,7,7,3,7,3,7,7,7,1,1,6,5,6,6,7,2,7,7,7,7
w2024_050,2024,2024-02-22,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,7,4,5,5,6,3,7,3,5,4,5,7,7,7,2,5,4,4,4,3,4,4,7
w2024_051,2024,2024-02-22,Žena,2001,Matematika se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,6,6,5,5,6,7,6,6,4,6,5,6,3,6,5,5,5,5,5,6,6,6,6,5
w2024_052,2024,2024-02-22,Žena,2000,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,6,6,4,6,4,6,7,6,4,6,4,4,6,6,5,4,4,6,6,6,6,4,6,7,6,5
w2024_053,2024,2024-02-22,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,7,4,5,6,7,7,4,7,5,6,5,6,7,7,5,4,7,6,6,7,6,7,6,7
w2024_054,2024,2024-02-22,Muž,2002,Zeměpis se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,7,4,4,5,7,7,5,7,5,5,7,7,7,7,7,5,7,6,7,7,7,7,7,7
w2024_055,2024,2024-02-22,Žena,2002,Matematika se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,6,7,6,7,5,7,7,7,6,7,6,7,6,6,5,6,7,7,6,6,6,7,6,5,6,7
w2024_056,2024,2024-02-22,Žena,2002,Ruský jazyk se zaměřením na vzdělávání,,True,7,7,7,5,5,7,7,7,7,7,6,5,7,5,7,7,7,6,7,7,7,7,7,5,4,7
w2024_057,2024,2024-02-22,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,6,5,6,5,7,6,7,2,6,4,7,7,5,6,5,7,7,6,7,7,7,6,6,6,7
w2024_058,2024,2024-02-22,Žena,2002,Chemie se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,7,4,5,3,5,7,7,1,4,1,7,7,5,7,7,6,7,7,7,7,7,7,7,4,7
w2024_059,2024,2024-02-22,Žena,2003,Hudební výchova se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,6,5,4,5,6,6,6,3,5,2,5,6,6,7,7,6,5,5,5,5,6,6,6,5,6
w2024_060,2024,2024-02-22,Žena,2002,Matematika se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,7,7,7,5,5,7,7,7,3,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2024_061,2024,2024-02-22,Žena,2002,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,7,1,4,2,7,7,7,4,7,7,7,7,2,1,3,7,7,7,7,7,7,7,7,7,5
w2024_062,2024,2024-02-22,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,2,6,5,5,6,7,4,2,5,5,5,3,3,3,5,5,5,5,5,5,6,7,5,6
w2024_063,2024,2024-02-22,Muž,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,7,6,4,5,3,7,7,6,4,6,5,4,5,5,2,2,6,5,5,4,5,5,6,6,6,5
w2024_064,2024,2024-02-22,Žena,2002,Francouzský jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,5,6,5,5,6,6,6,5,2,5,5,5,2,4,6,6,6,6,6,6,6,7,6,5
w2024_065,2024,2024-02-22,Muž,2003,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,4,5,6,4,6,7,4,3,5,7,7,3,7,6,6,6,7,7,7,3,5,7,7,7
w2024_066,2024,2024-02-22,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Ruský jazyk se zaměřením na vzdělávání,False,5,7,6,7,7,6,4,6,4,6,2,7,7,6,4,5,7,6,7,7,4,6,6,5,6,7
w2024_067,2024,2024-02-22,Muž,2002,Matematika se zaměřením na vzdělávání,Fyzika se zaměřením na vzdělávání,True,6,7,5,2,2,6,6,7,2,6,2,6,4,5,7,6,3,3,5,5,5,5,5,5,5,7
w2024_068,2024,2024-02-22,Muž,2002,Technická a informační výchova se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,4,5,3,7,7,7,4,7,7,3,7,7,4,7,7,7,7,7,7,7,7,7,7,4
w2024_069,2024,2024-02-22,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,4,5,4,6,7,7,2,7,2,1,3,4,7,7,5,5,6,6,6,7,5,6,5,7
w2024_070,2024,2024-02-22,Žena,2003,Matematika se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,7,7,7,1,1,7,7,7,1,7,1,5,5,7,7,7,3,5,5,6,5,7,5,7,5,7
w2024_071,2024,2024-02-22,Muž,2001,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,6,2,6,6,6,7,3,4,3,7,5,6,2,3,3,5,5,5,6,5,3,5,6,6,4
w2024_072,2024,2024-02-22,Žena,2001,Ruský jazyk se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,6,7,3,5,4,1,7,7,3,4,5,7,7,2,5,5,5,6,7,7,7,7,7,7,7,7
w2024_073,2024,2024-02-22,Žena,2003,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,6,6,7,4,5,6,6,7,3,5,5,5,5,5,6,6,4,5,5,7,5,7,6,5,5,7
w2024_074,2024,2024-02-22,Muž,2002,Dějepis se zaměřením na vzdělávání,Základy společenských věd se zaměřením na vzdělávání,True,7,7,5,6,7,6,7,7,7,6,5,7,5,6,6,6,6,5,6,6,6,7,7,7,6,7
w2024_075,2024,2024-02-22,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,7,7,6,5,6,7,7,7,5,6,5,5,6,5,4,7,5,5,6,6,6,7,7,7,7,5
w2024_076,2024,2024-02-22,Žena,2002,Ruský jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,4,6,5,7,7,3,7,4,7,7,7,7,7,5,5,7,6,7,7,5,5,7,7
w2024_077,2024,2024-02-22,Žena,2000,Anglický jazyk se zaměřením na vzdělávání,,False,7,7,6,4,5,6,7,7,3,6,4,5,5,6,6,6,6,4,5,4,5,6,6,6,5,6
w2024_078,2024,2024-02-22,Muž,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,4,6,5,7,7,7,1,4,5,3,7,1,7,5,7,7,7,7,7,7,7,4,7,7
w2024_079,2024,2024-02-22,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,7,7,6,3,5,7,7,7,3,7,3,6,4,7,5,6,6,3,5,6,4,7,6,6,6,7
w2024_080,2024,2024-02-22,Žena,1999,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,7,6,3,7,6,7,6,7,5,7,7,6,5,4,7,7,7,7,7,7,7,7,7,7
w2024_081,2024,2024-02-22,Žena,2002,Jiný obor,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,7,6,4,6,6,7,2,6,5,4,4,6,6,6,6,5,6,6,6,6,4,7,4,7
w2024_082,2024,2024-02-23,Žena,2000,Zeměpis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,6,4,4,4,4,7,5,3,4,2,6,7,2,2,4,5,5,7,5,7,7,7,7,7,6
w2024_083,2024,2024-02-23,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,6,4,4,1,7,6,7,3,7,4,4,6,7,7,4,3,5,5,6,5,3,7,5,7,7
w2024_084,2024,2024-02-23,Žena,2002,Zeměpis se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,7,6,6,6,4,7,7,7,4,6,2,4,6,7,4,6,6,7,6,6,6,7,7,7,7,6
w2024_085,2024,2024-02-23,Muž,2001,Technická a informační výchova se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,5,5,5,5,6,4,7,7,4,4,4,4,6,4,5,7,6,6,6,5,7,7,4,5,5,5
w2024_086,2024,2024-02-23,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,6,7,7,2,4,7,7,5,6,1,7,6,6,7,7,7,2,6,7,6,7,5,6,7,7
w2024_087,2024,2024-02-23,Muž,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,5,6,5,5,6,5,5,5,5,3,5,6,6,4,3,3,5,5,5,6,6,5,5,5,5,6
w2024_088,2024,2024-02-23,Žena,2002,Chemie se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,5,4,3,6,7,7,4,6,3,4,5,5,5,5,7,6,2,5,5,6,7,7,6,7
w2024_089,2024,2024-02-23,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,6,4,6,5,7,7,7,4,4,7,6,6,7,4,7,6,6,6,6,6,7,7,7,7,7
w2024_090,2024,2024-02-23,Žena,2003,Chemie se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,6,6,5,6,6,7,3,6,4,6,6,7,6,7,5,6,7,7,7,7,7,5,6,7
w2024_091,2024,2024-02-23,Muž,2002,Základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,5,6,2,6,5,5,7,6,5,5,4,5,5,2,2,3,6,5,5,6,5,6,5,6,5,5
w2024_092,2024,2024-02-23,Žena,2002,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,5,5,4,3,4,7,5,2,5,1,6,6,5,3,3,4,5,7,6,6,4,5,6,6,6
w2024_093,2024,2024-02-23,Žena,2002,Pedagogické asistentství přírodopisu pro základní školy,Chemie se zaměřením na vzdělávání,False,7,6,6,5,5,7,6,7,5,7,4,6,6,5,7,7,7,6,6,6,6,7,6,5,6,7
w2024_094,2024,2024-02-23,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,6,7,7,5,6,6,7,7,5,6,5,6,6,6,7,6,6,6,6,6,6,6,6,7,6,7
w2024_095,2024,2024-02-23,Žena,2002,Přírodopis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,5,7,6,3,5,6,7,7,2,7,4,6,6,6,5,6,6,5,6,6,5,6,6,6,6,7
w2024_096,2024,2024-02-23,Žena,2003,Chemie se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,7,7,7,7,7,7,7,5,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
w2024_097,2024,2024-02-23,Žena,2002,Chemie se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,6,6,4,5,3,5,5,5,2,4,3,5,5,6,2,7,3,5,3,4,4,4,6,4,4,5
w2024_098,2024,2024-02-23,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,5,5,7,7,7,5,7,6,6,6,6,2,6,7,5,7,7,7,5,7,7,7,7
w2024_099,2024,2024-02-23,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,False,7,7,3,5,5,6,7,7,3,3,5,7,7,3,3,5,6,4,6,6,6,5,7,7,7,6
w2024_100,2024,2024-02-23,Žena,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Výtvarná výchova se zaměřením na vzdělávání,True,7,7,7,7,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2024_101,2024,2024-02-23,Muž,2001,Matematika se zaměřením na vzdělávání,Fyzika se zaměřením na vzdělávání,True,6,6,6,5,6,4,7,7,3,6,3,6,7,5,7,6,6,3,6,7,7,6,5,4,6,6
w2024_102,2024,2024-02-23,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,5,6,4,5,7,7,5,4,5,4,4,5,3,6,6,6,6,7,6,7,7,6,6,6
w2024_103,2024,2024-02-23,Muž,2000,Technická a informační výchova se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,7,6,3,5,4,4,5,6,3,5,4,6,5,6,5,5,4,4,5,6,6,7,6,5,6,6
w2024_104,2024,2024-02-23,Muž,1978,Dějepis se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,6,6,4,6,4,5,6,7,2,4,4,4,5,4,6,6,6,6,5,6,6,5,5,4,6,6
